C T 0 1 2 3 0.0 1.0 2.0 3.0 G P
96.0 50.0 123 27 0 0 0.82 0.18 0.0 0.0 0 0.82
95.0 50.0 136 14 0 0 0.90 0.09 0.0 0.0 0 0.90
94.0 50.0 106 44 0 0 0.70 0.29 0.0 0.0 0 0.70
93.0 50.0 83 67 0 0 0.55 0.44 0.0 0.0 0 0.55
92.0 50.0 61 89 0 0 0.40 0.59 0.0 0.0 1 0.59
90.0 50.0 44 106 0 0 0.29 0.70 0.0 0.0 1 0.70
89.0 50.0 34 116 0 0 0.22 0.77 0.0 0.0 1 0.77
88.0 50.0 30 120 0 0 0.2 0.8 0.0 0.0 1 0.8
87.0 50.0 27 123 0 0 0.18 0.82 0.0 0.0 1 0.82
86.0 50.0 7 143 0 0 0.04 0.95 0.0 0.0 1 0.95
85.0 50.0 5 145 0 0 0.03 0.96 0.0 0.0 1 0.96
84.0 50.0 9 141 0 0 0.06 0.94 0.0 0.0 1 0.94
83.0 50.0 1 149 0 0 0.00 0.99 0.0 0.0 1 0.99
82.0 50.0 3 147 0 0 0.02 0.98 0.0 0.0 1 0.98
81.0 50.0 2 148 0 0 0.01 0.98 0.0 0.0 1 0.98
80.0 50.0 4 146 0 0 0.02 0.97 0.0 0.0 1 0.97
79.0 50.0 1 149 0 0 0.00 0.99 0.0 0.0 1 0.99
99.0 55.0 110 40 0 0 0.73 0.26 0.0 0.0 0 0.73
98.0 55.0 122 28 0 0 0.81 0.18 0.0 0.0 0 0.81
97.0 55.0 106 44 0 0 0.70 0.29 0.0 0.0 0 0.70
96.0 55.0 100 50 0 0 0.66 0.33 0.0 0.0 0 0.66
95.0 55.0 53 97 0 0 0.35 0.64 0.0 0.0 1 0.64
94.0 55.0 54 96 0 0 0.36 0.64 0.0 0.0 1 0.64
93.0 55.0 43 107 0 0 0.28 0.71 0.0 0.0 1 0.71
92.0 55.0 40 110 0 0 0.26 0.73 0.0 0.0 1 0.73
90.0 55.0 34 116 0 0 0.22 0.77 0.0 0.0 1 0.77
89.0 55.0 35 115 0 0 0.23 0.76 0.0 0.0 1 0.76
88.0 55.0 30 120 0 0 0.2 0.8 0.0 0.0 1 0.8
87.0 55.0 15 135 0 0 0.1 0.9 0.0 0.0 1 0.9
86.0 55.0 9 141 0 0 0.06 0.94 0.0 0.0 1 0.94
85.0 55.0 16 134 0 0 0.10 0.89 0.0 0.0 1 0.89
84.0 55.0 9 141 0 0 0.06 0.94 0.0 0.0 1 0.94
83.0 55.0 6 144 0 0 0.04 0.96 0.0 0.0 1 0.96
82.0 55.0 1 149 0 0 0.00 0.99 0.0 0.0 1 0.99
81.0 55.0 3 147 0 0 0.02 0.98 0.0 0.0 1 0.98
80.0 55.0 1 149 0 0 0.00 0.99 0.0 0.0 1 0.99
79.0 55.0 4 146 0 0 0.02 0.97 0.0 0.0 1 0.97
99.0 62.0 82 68 0 0 0.54 0.45 0.0 0.0 0 0.54
98.0 62.0 51 99 0 0 0.34 0.66 0.0 0.0 1 0.66
97.0 62.0 50 100 0 0 0.33 0.66 0.0 0.0 1 0.66
96.0 62.0 47 103 0 0 0.31 0.68 0.0 0.0 1 0.68
95.0 62.0 50 100 0 0 0.33 0.66 0.0 0.0 1 0.66
94.0 62.0 36 114 0 0 0.24 0.76 0.0 0.0 1 0.76
93.0 62.0 42 108 0 0 0.28 0.72 0.0 0.0 1 0.72
92.0 62.0 36 114 0 0 0.24 0.76 0.0 0.0 1 0.76
90.0 62.0 30 120 0 0 0.2 0.8 0.0 0.0 1 0.8
89.0 62.0 30 120 0 0 0.2 0.8 0.0 0.0 1 0.8
88.0 62.0 28 122 0 0 0.18 0.81 0.0 0.0 1 0.81
87.0 62.0 12 138 0 0 0.08 0.92 0.0 0.0 1 0.92
86.0 62.0 4 146 0 0 0.02 0.97 0.0 0.0 1 0.97
85.0 62.0 4 146 0 0 0.02 0.97 0.0 0.0 1 0.97
84.0 62.0 3 147 0 0 0.02 0.98 0.0 0.0 1 0.98
83.0 62.0 6 144 0 0 0.04 0.96 0.0 0.0 1 0.96
82.0 62.0 2 148 0 0 0.01 0.98 0.0 0.0 1 0.98
81.0 62.0 4 146 0 0 0.02 0.97 0.0 0.0 1 0.97
80.0 62.0 3 147 0 0 0.02 0.98 0.0 0.0 1 0.98
79.0 62.0 2 148 0 0 0.01 0.98 0.0 0.0 1 0.98
99.0 68.0 46 104 0 0 0.30 0.69 0.0 0.0 1 0.69
98.0 68.0 45 105 0 0 0.3 0.7 0.0 0.0 1 0.7
97.0 68.0 45 105 0 0 0.3 0.7 0.0 0.0 1 0.7
96.0 68.0 46 104 0 0 0.30 0.69 0.0 0.0 1 0.69
95.0 68.0 43 107 0 0 0.28 0.71 0.0 0.0 1 0.71
94.0 68.0 41 109 0 0 0.27 0.72 0.0 0.0 1 0.72
93.0 68.0 33 117 0 0 0.22 0.78 0.0 0.0 1 0.78
92.0 68.0 31 119 0 0 0.20 0.79 0.0 0.0 1 0.79
90.0 68.0 28 122 0 0 0.18 0.81 0.0 0.0 1 0.81
89.0 68.0 33 117 0 0 0.22 0.78 0.0 0.0 1 0.78
88.0 68.0 29 121 0 0 0.19 0.80 0.0 0.0 1 0.80
87.0 68.0 19 131 0 0 0.12 0.87 0.0 0.0 1 0.87
86.0 68.0 5 145 0 0 0.03 0.96 0.0 0.0 1 0.96
85.0 68.0 5 145 0 0 0.03 0.96 0.0 0.0 1 0.96
84.0 68.0 7 143 0 0 0.04 0.95 0.0 0.0 1 0.95
83.0 68.0 5 145 0 0 0.03 0.96 0.0 0.0 1 0.96
82.0 68.0 4 146 0 0 0.02 0.97 0.0 0.0 1 0.97
81.0 68.0 1 149 0 0 0.00 0.99 0.0 0.0 1 0.99
80.0 68.0 2 148 0 0 0.01 0.98 0.0 0.0 1 0.98
79.0 68.0 4 146 0 0 0.02 0.97 0.0 0.0 1 0.97
